,symbol,price,market cap,exchange,currency,sector,industry,company_url
0,TWOU,5.95,6.11,NasdaqGS,USD,Consumer Defensive,Education & Training Services,https://2u.com
1,DDDX,0.0328,0.0301,Other OTC,USD,Technology,Computer Hardware,https://www.3dxindustries.com
2,MMM,101.56,102.29,NYSE,USD,Industrials,Conglomerates,https://www.3m.com
3,AMKBY,8.43,8.38,Other OTC,USD,Industrials,Marine Shipping,https://www.maersk.com
4,AMRK,35.78,35.38,NasdaqGS,USD,Financial Services,Capital Markets,https://www.amark.com
5,AAON,92.75,92.80,NasdaqGS,USD,Industrials,Building Products & Equipment,https://www.aaon.com
6,AAALY,34.65,34.65,Other OTC,USD,Financial Services,Banks—Regional,https://www.aareal-bank.com
7,AAN,9.89,9.54,NYSE,USD,Industrials,Rental & Leasing Services,https://www.aarons.com
8,ABQQ,0.0003,0.0004,Other OTC,USD,Technology,Software—Application,https://www.abqqs.com
9,ABTO,0.4900,0.4900,Other OTC,USD,Financial Services,Banks—Regional,https://www.alliancebanknc.com
10,ATTBF,0.0000,0.0000,Other OTC,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.abattis.com
11,ABB,33.02,33.11,NYSE,USD,Industrials,Electrical Equipment & Parts,https://global.abb/group/en
12,ABBY,0.0000,0.0000,Other OTC,USD,Communication Services,Internet Content & Information,https://abbyholdinggroup.com
13,ABT,104.93,104.21,NYSE,USD,Healthcare,Medical Devices,https://www.abbott.com
14,ABBV,161.55,160.80,NYSE,USD,Healthcare,Drug Manufacturers—General,https://www.abbvie.com
15,ABCE,0.0010,0.0010,Other OTC,USD,Technology,Solar,https://www.abcoenergy.com
16,ABMBF,0.0493,0.0493,Other OTC,USD,Basic Materials,Gold,https://www.abcourt.com
17,ABNAF,0.1020,0.0941,Other OTC,USD,Basic Materials,Gold,https://abenresources.com
18,ABEO,2.8100,2.8100,NasdaqCM,USD,Healthcare,Biotechnology,https://www.abeonatherapeutics.com
19,ANF,26.34,26.60,NYSE,USD,Consumer Cyclical,Apparel Retail,https://www.abercrombie.com
20,FCO,5.0000,5.0139,NYSE,USD,Financial Services,Asset Management,https://www.aberdeenfco.com
21,AABVF,0.0240,0.0240,Other OTC,USD,Financial Services,Asset Management,https://www.aberdeen.green
22,JEQ,5.40,5.44,NYSE,USD,Financial Services,Asset Management,https://www.aberdeenjeq.com
23,ABM,43.84,43.35,NYSE,USD,Industrials,Specialty Business Services,https://www.abm.com
24,ABTZY,8.66,8.66,Other OTC,USD,Utilities,Utilities—Regulated Electric,https://aboitiz.com/about-us/aboitiz-equity-ventures/
25,AXAS,0.7199,0.7030,Other OTC,USD,Energy,Oil & Gas E&P,https://www.abraxaspetroleum.com
26,ABG,193.54,194.67,NYSE,USD,Consumer Cyclical,Auto & Truck Dealerships,https://www.asburyauto.com
27,ACIU,2.2500,2.2500,NasdaqGM,USD,Healthcare,Biotechnology,https://www.acimmune.com
28,ACCA,0.0001,0.0001,Other OTC,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.acaciadiversifiedholdings.com
29,ACA,58.68,58.29,NYSE,USD,Industrials,Engineering & Construction,https://www.arcosa.com
30,ACTG,3.7600,3.7700,NasdaqGS,USD,Industrials,Business Equipment & Supplies,https://www.acaciaresearch.com
31,ACHC,72.76,72.64,NasdaqGS,USD,Healthcare,Medical Care Facilities,https://www.acadiahealthcare.com
32,ACAD,18.35,18.28,NasdaqGS,USD,Healthcare,Biotechnology,https://acadia.com
33,AKR,13.69,13.52,NYSE,USD,Real Estate,REIT—Retail,https://www.acadiarealty.com
34,ADN,1.0800,1.0800,NasdaqCM,USD,Utilities,Utilities—Renewable,https://www.advent.energy
35,AEF,5.30,5.34,NYSE,USD,Financial Services,Asset Management,https://www.aberdeench.com
36,ACST,0.4392,0.4306,NasdaqCM,USD,Healthcare,Biotechnology,https://www.acastipharma.com
37,ACNV,0.0001,0.0001,Other OTC,USD,Healthcare,Health Information Services,https://www.accelerainnovations.com
38,ACN,281.70,281.33,NYSE,USD,Technology,Information Technology Services,https://www.accenture.com
39,ACCR,0.0050,0.0018,Other OTC,USD,Communication Services,Telecom Services,https://www.myaccess-power.com
40,ACCO,5.02,4.98,NYSE,USD,Industrials,Business Equipment & Supplies,https://www.accobrands.com
41,ACRL,0.0065,0.0066,Other OTC,USD,Basic Materials,Other Industrial Metals & Mining,https://acrlintl.com
42,AXS,53.44,53.74,NYSE,USD,Financial Services,Insurance—Specialty,https://www.axiscapital.com
43,ARAY,2.8600,2.7300,NasdaqGS,USD,Healthcare,Medical Devices,https://www.accuray.com
44,ACRX,0.6150,0.6200,NasdaqGM,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.acelrx.com
45,ACER,0.8795,0.8446,NasdaqCM,USD,Healthcare,Biotechnology,https://www.acertx.com
46,ACIW,26.06,25.90,NasdaqGS,USD,Technology,Software—Infrastructure,https://www.aciworldwide.com
47,AKRFF,0.0430,0.0430,Other OTC,USD,Technology,Software—Application,https://www.ackroo.com
48,ACRS,9.12,8.66,NasdaqGS,USD,Healthcare,Diagnostics & Research,https://www.aclaristx.com
49,ACMR,11.11,10.68,NasdaqGM,USD,Technology,Semiconductor Equipment & Materials,https://www.acmrcsh.com
50,ACU,25.02,23.60,NYSE American,USD,Consumer Defensive,Household & Personal Products,https://www.acmeunited.com
51,ACNB,30.47,30.30,NasdaqCM,USD,Financial Services,Banks—Regional,https://www.acnb.com
52,ACOR,0.5400,0.5156,NasdaqGS,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.acorda.com
53,ACFN,0.3300,0.3110,Other OTC,USD,Technology,Scientific & Technical Instruments,https://www.acornenergy.com
54,AIF,12.17,12.06,NYSE,USD,Financial Services,Asset Management,https://www.agmfunds.com/InvestmentInformation/TacticalIncomeFund.aspx
55,ACT,22.94,22.79,NasdaqGS,USD,Financial Services,Insurance—Specialty,https://www.enactmi.com
56,ATNM,8.98,8.71,NYSE American,USD,Healthcare,Biotechnology,https://www.actiniumpharma.com
57,AEG,4.4000,4.3200,NYSE,USD,Financial Services,Insurance—Diversified,https://www.aegon.com
58,ATVI,85.22,85.38,NasdaqGS,USD,Communication Services,Electronic Gaming & Multimedia,https://www.activisionblizzard.com
59,AYI,158.66,161.72,NYSE,USD,Industrials,Electrical Equipment & Parts,https://www.acuitybrands.com
60,ACUR,0.0500,0.0500,Other OTC,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.acurapharm.com
61,GOLF,49.11,48.56,NYSE,USD,Consumer Cyclical,Leisure,https://www.acushnetholdingscorp.com
62,ACUS,0.0000,0.0000,Other OTC,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.acusphere.com
63,ADMP,0.1040,0.1000,NasdaqCM,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.adamispharmaceuticals.com
64,PEO,21.05,21.26,NYSE,USD,Financial Services,Asset Management,https://www.adamsfunds.com
65,ADAP,1.0800,1.0500,NasdaqGS,USD,Healthcare,Biotechnology,https://www.adaptimmune.com
66,AATV,0.3500,0.3500,Other OTC,USD,Communication Services,Advertising Agencies,https://www.adaptivemedia.com
67,ADPT,8.61,8.43,NasdaqGS,USD,Healthcare,Biotechnology,https://www.adaptivebiotech.com
68,ADOOY,9.64,9.64,Other OTC,USD,Energy,Thermal Coal,https://www.adaro.com
69,ATXG,0.9100,0.9180,NasdaqCM,USD,Industrials,Integrated Freight & Logistics,https://www.addentax.com
70,APE,1.4900,1.7100,NYSE,USD,Communication Services,Entertainment,https://www.amctheatres.com
71,ADUS,108.56,108.19,NasdaqGS,USD,Healthcare,Medical Care Facilities,https://addus.com
72,ADES,2.0600,2.0900,NasdaqGM,USD,Industrials,Pollution & Treatment Controls,https://www.advancedemissionssolutions.com
73,ATRX,0.5828,0.5828,Other OTC,USD,Healthcare,Biotechnology,https://adherathera.com
74,ADIL,0.3000,0.3178,NasdaqCM,USD,Healthcare,Biotechnology,https://www.adialpharma.com
75,ADDYY,89.78,89.57,Other OTC,USD,Consumer Cyclical,Footwear & Accessories,https://www.adidas-group.com
76,ADNT,37.82,38.36,NYSE,USD,Consumer Cyclical,Auto Parts,https://www.adient.com
77,ADKT,"1,800.00","1,800.00",Other OTC,USD,Financial Services,Banks—Regional,https://www.adirondacktrust.com
78,ADD,1.8600,1.8200,NasdaqCM,USD,Communication Services,Entertainment,https://colorstarinternational.com
79,ADMA,3.3700,3.1700,NasdaqGM,USD,Healthcare,Biotechnology,https://www.admabiologics.com
80,ADBE,380.60,382.02,NasdaqGS,USD,Technology,Software—Infrastructure,https://www.adobe.com
81,ADT,6.87,6.91,NYSE,USD,Industrials,Security & Protection Services,https://www.adt.com
82,ATGE,37.91,38.09,NYSE,USD,Consumer Defensive,Education & Training Services,https://www.adtalem.com
83,ADTN,14.90,15.20,NasdaqGS,USD,Technology,Communication Equipment,https://www.adtran.com
84,AAP,120.69,120.21,NYSE,USD,Consumer Cyclical,Specialty Retail,https://www.advanceautoparts.com
85,AMD,92.47,92.56,NasdaqGS,USD,Technology,Semiconductors,https://www.amd.com
86,ASIX,38.69,39.69,NYSE,USD,Basic Materials,Chemicals,https://www.advansix.com
87,AAVVF,5.59,5.73,Other OTC,USD,Energy,Oil & Gas E&P,https://www.advantageog.com
88,ADGO,0.0000,0.0000,Other OTC,USD,Technology,Software—Application,https://www.advantego.com
89,ADVT,0.0001,0.0001,Other OTC,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.advantiscorp.com
90,ADXS,1.3600,1.3000,Other OTC,USD,Healthcare,Biotechnology,https://www.ayalapharma.com
91,ADVM,0.6810,0.7220,NasdaqGM,USD,Healthcare,Biotechnology,https://adverum.com
92,ADYX,0.0003,0.0003,Other OTC,USD,Healthcare,Biotechnology,https://www.adynxx.com
93,ACM,80.27,80.04,NYSE,USD,Industrials,Engineering & Construction,https://aecom.com
94,AGLE,0.2593,0.2634,NasdaqGM,USD,Healthcare,Biotechnology,https://www.aeglea.com
95,AWX,2.7500,2.6900,NYSE American,USD,Industrials,Waste Management,https://www.avalonholdings.com
96,AMTX,2.0300,2.1300,NasdaqGM,USD,Energy,Oil & Gas Refining & Marketing,https://www.aemetis.com
97,AOLS,0.0001,0.0001,Other OTC,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.aeoluspharma.com
98,AQSZF,0.0240,0.0240,Other OTC,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.aequuspharma.ca
99,AER,54.65,54.03,NYSE,USD,Industrials,Rental & Leasing Services,https://www.aercap.com
100,AEI,1.4300,1.4400,NasdaqCM,USD,Real Estate,Real Estate—Development,https://www.alsetinc.com
101,AKOM,2.3800,2.3800,Other OTC,USD,Technology,Communication Equipment,https://www.aerkomm.com
102,AJRD,56.34,56.40,NYSE,USD,Industrials,Aerospace & Defense,https://www.aerojetrocketdyne.com
103,AVAV,103.79,101.76,NasdaqGS,USD,Industrials,Aerospace & Defense,https://www.avinc.com
104,AES,24.40,24.10,NYSE,USD,Utilities,Utilities—Diversified,https://www.aes.com
105,AEZS,2.5000,2.4500,NasdaqCM,USD,Healthcare,Biotechnology,https://www.zentaris.com
106,AMG,137.70,137.14,NYSE,USD,Financial Services,Asset Management,https://www.amg.com
107,AFYG,0.0001,0.0001,Other OTC,USD,Basic Materials,Gold,https://www.affinitygold.com
108,AFFN,0.0001,0.0001,Other OTC,USD,Technology,Software—Application,https://theanigroup.com
109,AFFY,0.0040,0.0040,Other OTC,USD,Healthcare,Biotechnology,https://www.affymax.com
110,AFL,64.56,64.46,NYSE,USD,Financial Services,Insurance—Life,https://www.aflac.com
111,HPMCF,0.1130,0.1205,Other OTC,USD,Energy,Oil & Gas E&P,https://africaenergycorp.com
112,AOIFF,2.2200,2.2300,Other OTC,USD,Energy,Oil & Gas E&P,https://www.africaoilcorp.com
113,AGGFF,0.1300,0.1300,Other OTC,USD,Basic Materials,Gold,https://www.toubaniresources.com
114,ARI,9.07,9.06,NYSE,USD,Real Estate,REIT—Mortgage,https://www.apolloreit.com
115,AFTM,0.0001,0.0001,Other OTC,USD,Communication Services,Entertainment,https://www.aftermaster.com
116,AGGZF,45.52,45.52,Other OTC,USD,Industrials,Farm & Heavy Construction Machinery,https://www.aggrowth.com
117,MITT,5.87,5.91,NYSE,USD,Real Estate,REIT—Mortgage,https://www.agmit.com
118,AGCO,118.90,119.34,NYSE,USD,Industrials,Farm & Heavy Construction Machinery,https://www.agcocorp.com
119,UAVS,0.4361,0.4266,NYSE American,USD,Technology,Computer Hardware,https://ageagle.com
120,AIFS,1.8500,1.8500,Other OTC,USD,Technology,Software—Application,https://www.agentinformationsoftware.com
121,AGEN,1.4800,1.4500,NasdaqCM,USD,Healthcare,Biotechnology,https://www.agenusbio.com
122,AGE,0.6801,0.6625,NYSE American,USD,Healthcare,Biotechnology,https://www.agexinc.com
123,AGFMF,5.93,5.93,Other OTC,USD,Financial Services,Asset Management,https://www.agf.com
124,AFGVY,5.75,5.75,Other OTC,USD,Industrials,Specialty Industrial Machinery,https://www.agfa.com
125,AGRX,0.2300,0.2206,NasdaqCM,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.agiletherapeutics.com
126,A,138.03,138.09,NYSE,USD,Healthcare,Diagnostics & Research,https://www.agilent.com
127,AGYS,80.97,81.16,NasdaqGS,USD,Technology,Software—Application,https://www.agilysys.com
128,AGIO,21.77,21.66,NasdaqGS,USD,Healthcare,Biotechnology,https://www.agios.com
129,AGI,12.97,12.97,NYSE,USD,Basic Materials,Gold,https://www.alamosgold.com
130,AJX,6.77,6.85,NYSE,USD,Real Estate,REIT—Mortgage,https://www.greatajax.com
131,AGL,26.14,25.87,NYSE,USD,Healthcare,Medical Care Facilities,https://www.agilonhealth.com
132,AGMH,2.2100,2.2530,NasdaqCM,USD,Technology,Computer Hardware,https://www.agmprime.com
133,AGNCM,20.65,20.55,NasdaqGS,USD,Real Estate,REIT—Mortgage,https://www.agnc.com
134,AEM,56.54,55.92,NYSE,USD,Basic Materials,Gold,https://www.agnicoeagle.com
135,AMN,81.86,82.90,NYSE,USD,Healthcare,Medical Care Facilities,https://www.amnhealthcare.com
136,AGRO,7.92,7.90,NYSE,USD,Consumer Defensive,Farm Products,https://www.adecoagro.com
137,AGTK,0.0001,0.0001,Other OTC,USD,Real Estate,Real Estate Services,https://www.agritekholdings.com
138,ACMB,0.0080,0.0080,Other OTC,USD,Industrials,Conglomerates,https://acmbinc.com
139,AGFS,3.0000,3.0000,NasdaqGS,USD,Consumer Defensive,Farm Products,https://www.agrofresh.com
140,AIB,10.50,10.50,NasdaqGM,USD,Financial Services,Shell Companies,https://www.aibspac.com
141,ALRN,1.3200,1.2000,NasdaqCM,USD,Healthcare,Biotechnology,https://www.aileronrx.com
142,AC,36.36,36.15,NYSE,USD,Financial Services,Asset Management,https://www.associated-capital-group.com
143,AIRYY,18.27,18.27,Other OTC,USD,Industrials,Airlines,https://www.airchina.com.cn
144,APD,282.00,283.88,NYSE,USD,Basic Materials,Specialty Chemicals,https://www.airproducts.com
145,ABPR,0.0003,0.0003,Other OTC,USD,Industrials,Security & Protection Services,https://airbornesecurityservice.com
146,ABWN,0.0000,0.0001,Other OTC,USD,Communication Services,Telecom Services,https://www.airbornewirelessnetwork.com
147,AIR,53.32,53.02,NYSE,USD,Industrials,Aerospace & Defense,https://www.aarcorp.com
148,AIRG,5.63,5.56,NasdaqCM,USD,Technology,Communication Equipment,https://www.airgain.com
149,IQ,6.71,6.64,NasdaqGS,USD,Communication Services,Entertainment,https://www.iqiyi.com
150,ANTE,1.5600,1.6000,NasdaqCM,USD,Communication Services,Telecom Services,https://www.ir.airnetgroup.cn
151,AIPUY,20.86,21.06,Other OTC,USD,Industrials,Airports & Air Services,https://www.airportthai.co.th
152,AKAM,78.92,77.41,NasdaqGS,USD,Technology,Software—Infrastructure,https://www.akamai.com
153,AKTX,0.2098,0.2100,NasdaqCM,USD,Healthcare,Biotechnology,https://www.akaritx.com
154,AKBA,0.5400,0.5056,NasdaqCM,USD,Healthcare,Biotechnology,https://www.akebia.com
155,AKRYY,9.00,9.00,Other OTC,USD,Energy,Oil & Gas Equipment & Services,https://akastor.com
156,KERN,0.8100,0.8001,NasdaqCM,USD,Healthcare,Health Information Services,https://www.akerna.com
157,AKRO,37.07,36.89,NasdaqGS,USD,Healthcare,Biotechnology,https://www.akerotx.com
158,AKTAF,1.0000,1.0100,Other OTC,USD,Energy,Oil & Gas Drilling,https://www.akita-drilling.com
159,AKTS,3.0800,2.8100,NasdaqCM,USD,Technology,Communication Equipment,https://www.akoustis.com
160,AKVA,0.0000,0.0000,Other OTC,USD,Energy,Oil & Gas E&P,https://www.arkanovaenergy.com
161,ASR,302.12,301.15,NYSE,USD,Industrials,Airports & Air Services,https://www.asur.com.mx
162,ALG,167.55,167.31,NYSE,USD,Industrials,Farm & Heavy Construction Machinery,https://www.alamo-group.com
163,ALRM,48.84,48.73,NasdaqGS,USD,Technology,Software—Application,https://www.alarm.com
164,ALK,42.04,41.95,NYSE,USD,Industrials,Airlines,https://www.alaskaair.com
165,APTL,82.27,82.27,Other OTC,USD,Industrials,Conglomerates,https://www.aptalaska.com
166,AIN,86.37,86.49,NYSE,USD,Consumer Cyclical,Textile Manufacturing,https://www.albint.com
167,ALB,194.68,196.71,NYSE,USD,Basic Materials,Specialty Chemicals,https://www.albemarle.com
168,ALBO,44.15,44.15,NasdaqCM,USD,Healthcare,Biotechnology,https://www.albireopharma.com
169,AMS,2.8200,2.8200,NYSE American,USD,Healthcare,Medical Care Facilities,https://ashs.com
170,ALC,70.43,69.27,NYSE,USD,Healthcare,Medical Instruments & Supplies,https://www.alcon.com
171,AA,39.16,39.43,NYSE,USD,Basic Materials,Aluminum,https://www.alcoa.com
172,IRON,22.51,22.22,NasdaqGM,USD,Healthcare,Biotechnology,https://www.discmedicine.com
173,ALDX,9.89,9.73,NasdaqCM,USD,Healthcare,Biotechnology,https://www.aldeyra.com
174,ALEC,6.24,6.15,NasdaqGS,USD,Healthcare,Biotechnology,https://www.alector.com
175,ALR,1.3200,1.3200,NasdaqCM,USD,Healthcare,Medical Care Facilities,https://www.alerislife.com
176,ALRS,16.07,15.80,NasdaqCM,USD,Financial Services,Banks—Regional,https://alerus.com
177,ALEX,18.84,18.69,NYSE,USD,Real Estate,REIT—Retail,https://www.alexanderbaldwin.com
178,ARE,124.39,123.66,NYSE,USD,Real Estate,REIT—Office,https://www.are.com
179,AGNPF,0.1941,0.1766,Other OTC,USD,Healthcare,Biotechnology,https://algernonpharmaceuticals.com
180,AQN,8.61,8.53,NYSE,USD,Utilities,Utilities—Renewable,https://algonquinpower.com
181,BABA,102.74,98.55,NYSE,USD,Consumer Cyclical,Internet Retail,https://www.alibabagroup.com
182,ALCO,23.81,23.75,NasdaqGS,USD,Consumer Defensive,Farm Products,https://www.alicoinc.com
183,ALGN,323.14,317.02,NasdaqGS,USD,Healthcare,Medical Devices,https://www.aligntech.com
184,ALORY,2.0700,2.0700,Other OTC,USD,Financial Services,Banks—Diversified,https://www.aliorbank.pl
185,ALYA,1.9700,2.0200,NasdaqCM,USD,Technology,Information Technology Services,https://www.alithya.com
186,ALJJ,1.7300,1.7300,Other OTC,USD,Industrials,Specialty Business Services,https://www.aljregionalholdings.com
187,WTER,1.5300,1.7200,NasdaqCM,USD,Consumer Defensive,Beverages—Non-Alcoholic,https://www.thealkalinewaterco.com
188,ALKM,0.0003,0.0003,Other OTC,USD,Consumer Defensive,Beverages—Non-Alcoholic,https://www.alkameholdingsinc.com
189,ALKS,29.22,29.37,NasdaqGS,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.alkermes.com
190,ALLK,4.3200,4.1300,NasdaqGS,USD,Healthcare,Biotechnology,https://www.allakos.com
191,ATI,37.63,37.64,NYSE,USD,Industrials,Metal Fabrication,https://www.atimaterials.com
192,AUXXF,0.1499,0.1448,Other OTC,USD,Basic Materials,Gold,https://www.allegiantgold.com
193,ALGT,90.10,87.48,NasdaqGS,USD,Industrials,Airlines,https://www.allegiantair.com
194,ALLE,99.64,99.19,NYSE,USD,Industrials,Security & Protection Services,https://www.allegion.com
195,ALE,65.54,64.69,NYSE,USD,Utilities,Utilities—Diversified,https://www.allete.com
196,ALGGY,11.72,11.72,Other OTC,USD,Industrials,Conglomerates,https://www.allianceglobalinc.com
197,ADTR,0.0002,0.0002,Other OTC,USD,Communication Services,Electronic Gaming & Multimedia,https://www.alliance.games
198,AFB,10.81,10.94,NYSE,USD,Financial Services,Asset Management,https://www.alliancebernstein.com/funds/us/closed-end/fixed-income/national-municipal-income-fund.htm
199,ARLP,20.21,20.46,NasdaqGS,USD,Energy,Thermal Coal,https://www.arlp.com
200,AGS,6.61,6.61,NYSE,USD,Consumer Cyclical,Gambling,https://www.playags.com
201,AB,34.11,34.12,NYSE,USD,Financial Services,Asset Management,https://www.alliancebernstein.com
202,LNT,55.05,54.82,NasdaqGS,USD,Utilities,Utilities—Regulated Electric,https://www.alliantenergy.com
203,NCV,3.4000,3.3800,NYSE,USD,Financial Services,Asset Management,https://www.allianzinvestors.com/Products/pages/12.aspx
204,ALSN,43.11,43.96,NYSE,USD,Consumer Cyclical,Auto Parts,https://www.allisontransmission.com
205,ALLO,4.8900,4.9400,NasdaqGS,USD,Healthcare,Biotechnology,https://www.allogene.com
206,ALLT,2.6700,2.6000,NasdaqGS,USD,Technology,Software—Infrastructure,https://www.allot.com
207,MDRX,12.84,12.93,NasdaqGS,USD,Healthcare,Health Information Services,https://veradigm.com
208,ALL,115.22,114.88,NYSE,USD,Financial Services,Insurance—Property & Casualty,https://www.allstate.com
209,ALLY,26.06,25.55,NYSE,USD,Financial Services,Credit Services,https://www.ally.com
210,DEX,7.56,7.62,NYSE,USD,Financial Services,Asset Management,https://www.delawareinvestments.com/closed-end/products/delaware-enhanced-global-dividend-and-income-fund.aspx
211,ALNY,210.99,200.82,NasdaqGS,USD,Healthcare,Biotechnology,https://www.alnylam.com
212,ALGS,0.9000,0.9070,NasdaqGS,USD,Healthcare,Biotechnology,https://www.aligos.com
213,ALPA,10.15,10.15,NasdaqCM,USD,Financial Services,Shell Companies,https://alphaspac.com
214,ALBKY,0.2800,0.3119,Other OTC,USD,Financial Services,Banks—Regional,https://www.alphaholdings.gr
215,ANAV,0.0403,0.0403,Other OTC,USD,Consumer Cyclical,Internet Retail,https://www.anavexchange.com
216,APT,4.1300,4.1200,NYSE American,USD,Industrials,Building Products & Equipment,https://www.alphaprotech.com
217,GOOGL,108.42,104.47,NasdaqGS,USD,Communication Services,Internet Content & Information,https://www.abc.xyz
218,ATEC,15.81,15.41,NasdaqGS,USD,Healthcare,Medical Devices,https://www.atecspine.com
219,ALPN,7.57,7.46,NasdaqGM,USD,Healthcare,Biotechnology,https://www.alpineimmunesciences.com
220,ALSE,0.0100,0.0100,Other OTC,USD,Healthcare,Biotechnology,https://www.alseres.com
221,ACI,21.05,20.94,NYSE,USD,Consumer Defensive,Grocery Stores,https://www.albertsonscompanies.com
222,ALTR,70.29,70.68,NasdaqGS,USD,Technology,Software—Infrastructure,https://www.altair.com
223,ALTI,12.18,11.85,NasdaqCM,USD,Financial Services,Asset Management,https://alti-global.com
224,AVOZ,0.0029,0.0029,Other OTC,USD,Consumer Defensive,Packaged Foods,https://www.altavoz.com
225,ALYI,0.0008,0.0009,Other OTC,USD,Technology,Information Technology Services,https://www.alternetsystemsinc.com
226,AYX,53.85,53.64,NYSE,USD,Technology,Software—Application,https://www.alteryx.com
227,ALTX,0.1600,0.1600,Other OTC,USD,Energy,Oil & Gas E&P,https://altexinc.com
228,ATUS,3.3000,3.2400,NYSE,USD,Communication Services,Telecom Services,https://www.alticeusa.com
229,ATGN,0.4900,0.4975,Other OTC,USD,Communication Services,Telecom Services,https://www.altigen.com
230,ARSLF,0.0714,0.0714,Other OTC,USD,Energy,Oil & Gas E&P,https://www.altimaresources.com
231,ALT,4.0100,3.8700,NasdaqGM,USD,Healthcare,Biotechnology,https://altimmune.com
232,AAMC,63.82,63.46,NYSE American,USD,Financial Services,Asset Management,https://www.altisourceamc.com
233,ATUSF,16.70,16.76,Other OTC,USD,Basic Materials,Other Industrial Metals & Mining,https://altiusminerals.com
234,ALTO,1.3700,1.4200,NasdaqCM,USD,Basic Materials,Specialty Chemicals,https://www.altoingredients.com
235,AIMC,61.98,61.98,NasdaqGS,USD,Industrials,Specialty Industrial Machinery,https://www.altramotion.com
236,MO,44.43,44.43,NYSE,USD,Consumer Defensive,Tobacco,https://www.altria.com
237,AHIX,0.0140,0.0140,Other OTC,USD,Technology,Software—Application,https://www.aluf.com
238,AFPW,0.0000,0.0000,Other OTC,USD,Basic Materials,Chemicals,https://www.alumifuelpowercorp.com
239,ALVRQ,0.0000,0.0000,Other OTC,USD,Communication Services,Telecom Services,https://www.alvarion-ltd.com
240,ALVOF,5.35,5.33,Other OTC,USD,Energy,Oil & Gas E&P,https://www.alvopetro.com
241,AMR,153.77,157.03,NYSE,USD,Basic Materials,Coking Coal,https://www.alphametresources.com
242,AMADY,67.02,66.92,Other OTC,USD,Consumer Cyclical,Travel Services,https://www.amadeus.com
243,AMAL,17.28,17.26,NasdaqGM,USD,Financial Services,Banks—Regional,https://www.amalgamatedbank.com
244,AXREF,0.0904,0.0930,Other OTC,USD,Basic Materials,Other Industrial Metals & Mining,https://amarcresources.com
245,AMRN,1.3700,1.3700,NasdaqGM,USD,Healthcare,Drug Manufacturers—General,https://www.amarincorp.com
246,AMZN,102.06,101.10,NasdaqGS,USD,Consumer Cyclical,Internet Retail,https://www.amazon.com
247,AZFL,0.0001,0.0002,Other OTC,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.azflus.com
248,AMBA,71.03,69.86,NasdaqGS,USD,Technology,Semiconductor Equipment & Materials,https://www.ambarella.com
249,ABEV,2.8400,2.8200,NYSE,USD,Consumer Defensive,Beverages—Brewers,https://www.ambev.com.br
250,AMBO,0.2900,0.2867,NYSE American,USD,Consumer Defensive,Education & Training Services,https://www.ambow.com
251,AMBBY,15.04,15.04,Other OTC,USD,Healthcare,Medical Devices,https://www.ambu.com
252,AMC,4.9000,4.0500,NYSE,USD,Communication Services,Entertainment,https://www.amctheatres.com
253,AMCX,17.59,17.00,NasdaqGS,USD,Communication Services,Entertainment,https://www.amcnetworks.com
254,AMH,31.70,31.50,NYSE,USD,Real Estate,REIT—Residential,https://www.americanhomes4rent.com
255,DIT,191.01,177.02,NYSE American,USD,Consumer Defensive,Food Distribution,https://www.amcon.com
256,AMCR,11.25,11.31,NYSE,USD,Consumer Cyclical,Packaging & Containers,https://www.amcor.com
257,DOX,95.81,95.85,NasdaqGS,USD,Technology,Software—Infrastructure,https://www.amdocs.com
258,AMED,76.89,77.00,NasdaqGS,USD,Healthcare,Medical Care Facilities,https://www.amedisys.com
259,AMEN,564.00,573.00,Other OTC,USD,Energy,Oil & Gas E&P,https://www.amenproperties.com
260,AMMX,0.3400,0.3400,Other OTC,USD,Industrials,Farm & Heavy Construction Machinery,https://www.ammx.net
261,AMTB,20.55,20.74,NasdaqGS,USD,Financial Services,Banks—Regional,https://www.amerantbank.com
262,UHAL,57.68,57.34,NYSE,USD,Industrials,Rental & Leasing Services,https://uhaul.net
263,AEE,90.07,89.27,NYSE,USD,Utilities,Utilities—Regulated Electric,https://www.ameren.com
264,AILLI,96.00,96.00,Other OTC,USD,Utilities,Utilities—Regulated Electric,https://www.ameren.com/illinois
265,AMRC,44.55,44.37,NYSE,USD,Industrials,Engineering & Construction,https://www.ameresco.com
266,AAGH,0.0095,0.0052,Other OTC,USD,Healthcare,Biotechnology,https://www.americagreathealth.us
267,AMOV,20.75,20.98,NYSE,USD,Communication Services,Telecom Services,https://www.americamovil.com
