,symbol,price,market cap,exchange,currency,sector,industry,company_url
875,BDN,4.3300,4.2900,NYSE,USD,Real Estate,REIT—Office,https://www.brandywinerealty.com
876,BAK,7.70,7.77,NYSE,USD,Basic Materials,Chemicals,https://www.braskem.com.br
877,BRAV,0.0016,0.0016,Other OTC,USD,Consumer Cyclical,Internet Retail,https://www.bravada.com
878,BRVO,0.0589,0.0589,Other OTC,USD,Consumer Cyclical,Gambling,https://www.bravomultinational.com
879,BVS,1.3100,1.2400,NasdaqGS,USD,Healthcare,Medical Devices,https://www.bioventus.com
880,BRZV,0.0250,0.0250,Other OTC,USD,Consumer Defensive,Beverages—Wineries & Distilleries,https://www.fitviacorp.com
881,BNRG,0.8900,0.8900,NasdaqCM,USD,Utilities,Utilities—Renewable,https://www.bren-energy.com
882,BRW,8.10,8.21,NYSE,USD,Financial Services,Asset Management,https://investments.voya.com/Investor/Products/Closed-End-Funds/Profile/index.htm?psc=173&p=51&tab=Overview
883,BBIO,15.61,15.53,NasdaqGS,USD,Healthcare,Biotechnology,https://www.bridgebio.com
884,BLIN,0.8875,0.8983,NasdaqCM,USD,Technology,Software—Infrastructure,https://www.bridgeline.com
885,BRID,12.56,13.05,NasdaqGM,USD,Consumer Defensive,Packaged Foods,https://www.bridgford.com
886,BFAM,75.25,75.66,NYSE,USD,Consumer Cyclical,Personal Services,https://www.brighthorizons.com
887,BMTM,0.1100,0.1100,Other OTC,USD,Communication Services,Internet Content & Information,https://brightmountainmedia.com
888,BCOV,4.4900,4.3700,NasdaqGS,USD,Technology,Software—Application,https://www.brightcove.com
889,BHF,41.98,41.80,NasdaqGS,USD,Financial Services,Insurance—Life,https://www.brighthousefinancial.com
890,BV,5.31,5.24,NYSE,USD,Industrials,Specialty Business Services,https://www.brightview.com
891,BCO,64.58,64.25,NYSE,USD,Industrials,Security & Protection Services,https://www.brinks.com
892,EAT,37.43,37.73,NYSE,USD,Consumer Cyclical,Restaurants,https://brinker.com
893,BNXR,0.0001,0.0001,Other OTC,USD,Energy,Oil & Gas Integrated,https://www.brinxresources.com
894,BSTK,0.0250,0.0250,Other OTC,USD,Industrials,Electrical Equipment & Parts,https://www.brite-strike.com
895,BLND,0.9280,0.8947,NYSE,USD,Technology,Software—Application,https://blend.com
896,BRX,20.78,20.84,NYSE,USD,Real Estate,REIT—Retail,https://www.brixmor.com
897,BRO,59.14,58.84,NYSE,USD,Financial Services,Insurance Brokers,https://www.bbinsurance.com
898,AVGO,622.64,629.01,NasdaqGS,USD,Technology,Semiconductors,https://www.broadcom.com
899,BR,141.20,140.88,NYSE,USD,Technology,Information Technology Services,https://www.broadridge.com
900,BRSE,0.0805,0.0805,Other OTC,USD,Communication Services,Entertainment,https://www.broadside-enterprises.com
901,BYFC,1.0400,1.0300,NasdaqCM,USD,Financial Services,Banks—Regional,https://www.cityfirstbank.com
902,BKD,2.8600,2.8500,NYSE,USD,Healthcare,Medical Care Facilities,https://www.brookdale.com
903,BAM,31.62,31.60,NYSE,USD,Financial Services,Asset Management,https://www.brookfield.com
904,BEP,30.44,30.45,NYSE,USD,Utilities,Utilities—Renewable,https://www.bep.brookfield.com
905,BRKL,10.51,10.36,NasdaqGS,USD,Financial Services,Banks—Regional,https://www.brooklinebancorp.com
906,BMXI,0.1172,0.1050,Other OTC,USD,Basic Materials,Gold,https://www.brookmountgold.com
907,BWMG,0.0285,0.0285,Other OTC,USD,Consumer Cyclical,Leisure,https://browniesmarinegroup.com
908,DOOO,72.10,71.74,NasdaqGS,USD,Consumer Cyclical,Recreational Vehicles,https://www.brp.com
909,BRT,18.80,18.73,NYSE,USD,Real Estate,REIT—Residential,https://www.brtapartments.com
910,BRKR,78.75,78.45,NasdaqGS,USD,Healthcare,Medical Devices,https://www.bruker.com
911,BRBW,16.25,16.25,Other OTC,USD,Financial Services,Banks—Regional,https://www.brunswickbank.com
912,BSQR,1.0900,1.1000,NasdaqCM,USD,Technology,Software—Application,https://www.bsquare.com
913,BTCS,1.2800,1.3100,NasdaqCM,USD,Financial Services,Capital Markets,https://www.btcs.com
914,BKE,34.04,34.87,NYSE,USD,Consumer Cyclical,Apparel Retail,https://www.buckle.com
915,BUD,66.34,66.50,NYSE,USD,Consumer Defensive,Beverages—Brewers,https://www.ab-inbev.com
916,BABL,0.0195,0.0263,Other OTC,USD,Financial Services,Shell Companies,https://www.buildablock.com
917,BLDR,85.53,85.96,NYSE,USD,Industrials,Building Products & Equipment,https://www.bldr.com
918,BNR,2.9900,2.7700,NasdaqGM,USD,Healthcare,Diagnostics & Research,https://www.brbiotech.com
919,BSPDY,13.51,13.51,Other OTC,USD,Real Estate,Real Estate—Development,https://www.bsdcity.com
920,BG,92.46,92.24,NYSE,USD,Consumer Defensive,Farm Products,https://www.bunge.com
921,BHLL,0.0961,0.0886,Other OTC,USD,Basic Materials,Silver,https://www.bunkerhillmining.com
922,BUR,12.27,11.73,NYSE,USD,Financial Services,Asset Management,https://www.burfordcapital.com
923,BHRB,74.00,74.05,Other OTC,USD,Financial Services,Banks—Regional,https://www.burkeandherbertbank.com
924,BURL,193.98,198.82,NYSE,USD,Consumer Cyclical,Apparel Retail,https://www.burlingtoninvestors.com
925,BZYR,0.0350,0.0350,Other OTC,USD,Healthcare,Biotechnology,https://www.burzynskiclinic.com
926,CGLD,0.0052,0.0058,Other OTC,USD,Basic Materials,Other Precious Metals & Mining,https://www.buscarcompany.com
927,BFST,16.40,16.12,NasdaqGS,USD,Financial Services,Banks—Regional,https://www.b1bank.com
928,BUKS,0.6800,0.7188,Other OTC,USD,Industrials,Aerospace & Defense,https://www.butlernational.com
929,BYRG,0.0034,0.0034,Other OTC,USD,Basic Materials,Other Precious Metals & Mining,https://www.buyergroupint.com
930,BVFL,22.84,23.10,Other OTC,USD,Financial Services,Banks—Regional,https://www.bayvanguard.com
931,BWXT,62.25,62.45,NYSE,USD,Industrials,Aerospace & Defense,https://www.bwxt.com
932,BY,20.16,20.50,NYSE,USD,Financial Services,Banks—Regional,https://www.bylinebancorp.com
933,CHRW,92.67,93.18,NasdaqGS,USD,Industrials,Integrated Freight & Logistics,https://www.chrobinson.com
934,CABO,695.22,696.05,NYSE,USD,Communication Services,Telecom Services,https://www.cableone.biz
935,CBEEF,0.0000,0.0000,Other OTC,USD,Basic Materials,Other Industrial Metals & Mining,https://www.cabo.ca
936,CAPV,0.0320,0.0320,Other OTC,USD,Communication Services,Entertainment,https://vyrenetwork.com
937,CACH,0.0000,0.0000,Other OTC,USD,Consumer Cyclical,Apparel Retail,https://www.cache.com
938,CACI,298.76,297.84,NYSE,USD,Technology,Information Technology Services,https://www.caci.com
939,WHD,41.41,42.05,NYSE,USD,Energy,Oil & Gas Equipment & Services,https://www.cactuswhd.com
940,CADE,20.49,20.02,NYSE,USD,Financial Services,Banks—Regional,https://cadencebank.com
941,CDNS,208.52,207.56,NasdaqGS,USD,Technology,Software—Application,https://www.cadence.com
942,CDZI,4.2000,3.6800,NasdaqGM,USD,Utilities,Utilities—Regulated Water,https://www.cadizinc.com
943,CSOC,0.0085,0.0085,Other OTC,USD,Healthcare,Health Information Services,https://caduceuscorp.co
944,CZR,45.29,45.82,NasdaqGS,USD,Consumer Cyclical,Resorts & Casinos,https://www.caesars.com
945,CSTE,3.8100,3.8800,NasdaqGS,USD,Industrials,Building Products & Equipment,https://www.caesarstone.com
946,CCD,20.87,20.97,NasdaqGM,USD,Financial Services,Asset Management,https://www.calamos.com/FundInvestor/ClosedEndFunds/CEFund.aspx?name=CCD
947,CAMP,3.3000,3.2100,NasdaqGS,USD,Technology,Communication Equipment,https://www.calamp.com
948,CVGW,28.91,28.75,NasdaqGS,USD,Consumer Defensive,Food Distribution,https://www.calavo.com
949,CLCL,0.0000,0.0000,Other OTC,USD,Consumer Defensive,Beverages—Non-Alcoholic,https://www.calcol.com
950,CMCL,16.91,17.24,NYSE American,USD,Basic Materials,Gold,https://www.caledoniamining.com
951,CAL,21.44,21.69,NYSE,USD,Consumer Cyclical,Footwear & Accessories,https://www.caleres.com
952,CFWFF,2.9880,2.9880,Other OTC,USD,Energy,Oil & Gas Equipment & Services,https://www.calfrac.com
953,CNA,38.91,38.69,NYSE,USD,Financial Services,Insurance—Property & Casualty,https://www.cna.com
954,CLNFF,47.28,47.28,Other OTC,USD,Industrials,Specialty Business Services,https://www.calian.com
955,CALB,18.41,18.61,NasdaqGS,USD,Financial Services,Banks—Regional,https://www.californiabankofcommerce.com
956,CABB,0.0010,0.0010,Other OTC,USD,Financial Services,Banks—Regional,https://www.californiabusinessbank.com
957,CAIB,0.0810,0.0810,Other OTC,USD,Financial Services,Banks—Regional,https://www.calibankna.com
958,CNO,21.74,21.73,NYSE,USD,Financial Services,Insurance—Life,https://www.cnoinc.com
959,CRC,39.47,39.79,NYSE,USD,Energy,Oil & Gas E&P,https://www.crc.com
960,CWT,60.31,59.80,NYSE,USD,Utilities,Utilities—Regulated Water,https://www.calwatergroup.com
961,CRGP,0.0009,0.0009,Other OTC,USD,Basic Materials,Other Industrial Metals & Mining,https://www.calissioresources.com
962,CALA,0.0500,0.0525,Other OTC,USD,Healthcare,Biotechnology,https://www.calithera.com
963,CALX,55.66,55.84,NYSE,USD,Technology,Software—Application,https://www.calix.com
964,CPE,35.38,36.28,NYSE,USD,Energy,Oil & Gas E&P,https://www.callon.com
965,CLWY,13.80,13.80,Other OTC,USD,Consumer Cyclical,Home Improvement Retail,https://www.calloways.com
966,CLMT,16.49,17.22,NasdaqGS,USD,Energy,Oil & Gas E&P,https://www.calumetspecialty.com
967,CLXT,0.3400,0.3300,NasdaqCM,USD,Healthcare,Biotechnology,https://calyxt.com
968,CAMG,0.0730,0.0730,Other OTC,USD,Industrials,Aerospace & Defense,https://www.camgdefense.com
969,CMBM,17.09,17.12,NasdaqGM,USD,Technology,Communication Equipment,https://www.cambiumnetworks.com
970,CATC,63.72,63.51,NasdaqCM,USD,Financial Services,Banks—Regional,https://www.cambridgetrust.com
971,CAC,35.14,35.38,NasdaqGS,USD,Financial Services,Banks—Regional,https://www.camdennational.com
972,CPT,104.56,103.49,NYSE,USD,Real Estate,REIT—Residential,https://www.camdenliving.com
973,CCJ,25.25,25.10,NYSE,USD,Energy,Uranium,https://www.cameco.com
974,CMGR,0.0002,0.0002,Other OTC,USD,Communication Services,Advertising Agencies,https://clubhousemediagroup.com
975,CPB,55.47,55.56,NYSE,USD,Consumer Defensive,Packaged Foods,https://www.campbellsoupcompany.com
976,CAMT,26.24,26.41,NasdaqGM,USD,Technology,Semiconductor Equipment & Materials,https://www.camtek.com
977,CANF,2.1800,2.1396,NYSE American,USD,Healthcare,Biotechnology,https://www.canfite.com
978,CNNEF,8.30,8.30,Other OTC,USD,Energy,Oil & Gas E&P,https://canacolenergy.com
979,CCB,33.18,33.48,NasdaqGS,USD,Financial Services,Banks—Regional,https://www.coastalbank.com
980,GOOS,18.22,18.44,NYSE,USD,Consumer Cyclical,Apparel Manufacturing,https://www.canadagoose.com
981,LL,3.5900,3.6400,NYSE,USD,Consumer Cyclical,Home Improvement Retail,https://www.llflooring.com
982,CCWOF,0.0502,0.0513,Other OTC,USD,Basic Materials,Other Industrial Metals & Mining,https://www.canadasilvercobaltworks.com
983,CANB,1.0400,1.0000,Other OTC,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://canbcorp.com
984,CNI,118.52,117.07,NYSE,USD,Industrials,Railroads,https://www.cn.ca
985,CNQ,58.53,58.94,NYSE,USD,Energy,Oil & Gas E&P,https://www.cnrl.com
986,CVR,27.58,27.89,NYSE American,USD,Industrials,Tools & Accessories,https://www.chicagorivet.com
987,CP,75.95,75.76,NYSE,USD,Industrials,Railroads,https://www.cpr.ca
988,CPS,12.15,12.28,NYSE,USD,Consumer Cyclical,Auto Parts,https://www.cooperstandard.com
989,SPI,1.1600,1.1400,NasdaqGS,USD,Technology,Solar,https://www.spigroups.com
990,CDNAF,134.45,132.27,Other OTC,USD,Consumer Cyclical,Specialty Retail,https://www.corp.canadiantire.ca
991,CDUUF,29.05,29.05,Other OTC,USD,Utilities,Utilities—Diversified,https://www.canadianutilities.com
992,CVVUF,0.2595,0.2635,Other OTC,USD,Basic Materials,Other Industrial Metals & Mining,https://www.canalaska.com
993,CSQ,13.82,13.74,NasdaqGM,USD,Financial Services,Asset Management,https://fundinvestor.calamos.com/ClosedEndFunds/CEFund.aspx?name=CSQ
994,CNND,185.00,185.00,Other OTC,USD,Financial Services,Banks—Regional,https://www.cnbank.com
995,CANQF,0.1800,0.1800,Other OTC,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://canaquest.com
996,CRCUF,0.1865,0.1950,Other OTC,USD,Basic Materials,Gold,https://www.canagoldresources.com
997,CDELF,0.0400,0.0400,Other OTC,USD,Basic Materials,Gold,https://candelariamining.com
998,CLB,22.29,22.75,NYSE,USD,Energy,Oil & Gas Equipment & Services,https://www.corelab.com
999,CFPZF,15.31,16.15,Other OTC,USD,Basic Materials,Lumber & Wood Production,https://www.canfor.com
1000,CANG,1.1400,1.1500,NYSE,USD,Consumer Cyclical,Auto & Truck Dealerships,https://www.cangoonline.com
1001,CAN,2.4900,2.5100,NasdaqGM,USD,Technology,Computer Hardware,https://canaan-creative.com
1002,CNBX,0.0359,0.0432,Other OTC,USD,Healthcare,Biotechnology,https://www.cnbxpharma.com
1003,CBDS,0.0411,0.0470,Other OTC,USD,Healthcare,Health Information Services,https://cannabissativainc.com
1004,NUGS,0.0065,0.0070,Other OTC,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.cannabisstrategic.com
1005,CSUI,0.0825,0.0640,Other OTC,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.cannabissuissecorp.com
1006,BLOZF,0.2532,0.2685,Other OTC,USD,Healthcare,Medical Devices,https://cannabixtechnologies.com
1007,LGBI,0.0001,0.0001,Other OTC,USD,Healthcare,Health Information Services,https://www.cannabizmobile.com
1008,CNNE,19.16,19.23,NYSE,USD,Consumer Cyclical,Restaurants,https://www.cannaeholdings.com
1009,CGRW,0.0150,0.0150,Other OTC,USD,Industrials,Specialty Business Services,https://www.cannagrowholdings.com
1010,CNNA,0.0016,0.0020,Other OTC,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.cannamericancorp.com
1011,CPMD,0.0089,0.0072,Other OTC,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.cannapharmarx.com
1012,LOVE,28.71,28.92,NasdaqGM,USD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",https://www.lovesac.com
1013,TRST,30.91,30.63,NasdaqGS,USD,Financial Services,Banks—Regional,https://www.trustcobank.com
1014,CGC,1.5800,1.5900,NasdaqGS,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.canopygrowth.com
1015,CPHC,25.40,25.70,NasdaqGM,USD,Consumer Cyclical,Gambling,https://www.canterburypark.com
1016,CTM,1.1200,1.0800,NYSE American,USD,Technology,Information Technology Services,https://www.castellumus.com
1017,CD,6.63,6.35,NasdaqGS,USD,Technology,Information Technology Services,https://www.chindatagroup.com
1018,CBNK,15.86,15.84,NasdaqGS,USD,Financial Services,Banks—Regional,https://capitalbankmd.com
1019,CCBG,29.33,29.32,NasdaqGS,USD,Financial Services,Banks—Regional,https://www.ccbg.com
1020,CFGX,0.0001,0.0001,Other OTC,USD,Financial Services,Credit Services,https://www.capfiglobal.com
1021,CGHC,0.0000,0.0000,Other OTC,USD,Healthcare,Medical Devices,https://www.capitalgroupholdings.com
1022,COF,94.93,94.84,NYSE,USD,Financial Services,Credit Services,https://www.capitalone.com
1023,CPTP,11.45,11.45,Other OTC,USD,Real Estate,Real Estate Services,https://capitalproperties.com
1024,CSWC,17.54,17.34,NasdaqGS,USD,Financial Services,Asset Management,https://www.capitalsouthwest.com
1025,CFFN,6.73,6.61,NasdaqGS,USD,Financial Services,Banks—Regional,https://capfed.com
1026,CAJ,21.63,21.66,NYSE,USD,Technology,Computer Hardware,https://global.canon
1027,CPRI,42.88,44.64,NYSE,USD,Consumer Cyclical,Luxury Goods,https://www.capriholdings.com
1028,CAPR,4.1800,4.1900,NasdaqCM,USD,Healthcare,Biotechnology,https://www.capricor.com
1029,CSTR,14.62,14.50,NasdaqGS,USD,Financial Services,Banks—Regional,https://www.capstarbank.com
1030,CAPC,0.0579,0.0600,Other OTC,USD,Industrials,Electrical Equipment & Parts,https://capstonecompaniesinc.com
1031,CAPP,0.0000,0.0000,Other OTC,USD,Financial,Investment Brokerage - National,https://www.capstonefinancialgroupinc.com
1032,CARA,4.6200,4.7100,NasdaqGM,USD,Healthcare,Biotechnology,https://www.caratherapeutics.com
1033,APP,15.72,15.70,NasdaqGS,USD,Technology,Software—Application,https://www.applovin.com
1034,CVV,9.81,9.73,NasdaqCM,USD,Industrials,Specialty Industrial Machinery,https://www.cvdequipment.com
1035,CBLNY,9.50,9.50,Other OTC,USD,Industrials,Electrical Equipment & Parts,https://www.mersen.com
1036,CAH,79.23,79.42,NYSE,USD,Healthcare,Medical Distribution,https://www.cardinalhealth.com
1037,EKGGF,0.0164,0.0164,Other OTC,USD,Healthcare,Health Information Services,https://www.cardiocommsolutions.com
1038,CGNH,0.0001,0.0001,Other OTC,USD,Healthcare,Diagnostics & Research,https://www.cardiogenics.com
1039,CSII,19.88,19.89,NasdaqGS,USD,Healthcare,Medical Devices,https://www.csi360.com
1040,CDLX,5.97,4.84,NasdaqGM,USD,Communication Services,Advertising Agencies,https://www.cardlytics.com
1041,CDNA,8.81,8.58,NasdaqGM,USD,Healthcare,Diagnostics & Research,https://www.caredx.com
1042,CRL,196.59,195.74,NYSE,USD,Healthcare,Diagnostics & Research,https://www.criver.com
1043,CPYT,0.1300,0.1300,Other OTC,USD,Healthcare,Healthcare Plans,https://www.microhelix.com
1044,CTRE,19.61,19.54,NYSE,USD,Real Estate,REIT—Healthcare Facilities,https://www.caretrustreit.com
1045,CRVW,0.0542,0.0587,Other OTC,USD,Healthcare,Health Information Services,https://www.care-view.com
1046,CARG,17.23,17.44,NasdaqGS,USD,Consumer Cyclical,Auto & Truck Dealerships,https://www.cargurus.com
1047,CDTAF,0.0530,0.0670,Other OTC,USD,Technology,Software—Application,https://www.infinitii.ai
1048,CSL,205.60,206.84,NYSE,USD,Industrials,Building Products & Equipment,https://www.carlisle.com
1049,CABGY,31.64,31.91,Other OTC,USD,Consumer Defensive,Beverages—Brewers,https://www.carlsberggroup.com
1050,KMX,64.33,62.44,NYSE,USD,Consumer Cyclical,Auto & Truck Dealerships,https://www.carmax.com
1051,CRMT,77.05,75.49,NasdaqGS,USD,Consumer Cyclical,Auto & Truck Dealerships,https://www.car-mart.com
1052,CCL,9.73,9.66,NYSE,USD,Consumer Cyclical,Travel Services,https://www.carnivalcorp.com
1053,CRS,41.67,41.60,NYSE,USD,Industrials,Metal Fabrication,https://www.carpentertechnology.com
1054,CSV,28.59,28.44,NYSE,USD,Consumer Cyclical,Personal Services,https://www.carriageservices.com
1055,CAHI,0.0000,0.0000,Other OTC,USD,Consumer Cyclical,Specialty Retail,https://www.carrierally.com
1056,CSBI,0.0002,0.0002,Other OTC,USD,Consumer Cyclical,Auto Manufacturers,https://www.shelby.com
1057,TAST,2.7000,2.6500,NasdaqGS,USD,Consumer Cyclical,Restaurants,https://www.carrols.com
1058,CARS,19.22,18.84,NYSE,USD,Consumer Cyclical,Auto & Truck Dealerships,https://www.cars.com
1059,CRSM,0.0020,0.0020,Other OTC,USD,Technology,Software—Application,https://smarttholdings.com
1060,CRTL,0.0090,0.0095,Other OTC,USD,Consumer Cyclical,Apparel Manufacturing,https://cartelscigars.com
1061,CARE,13.75,13.73,NasdaqGS,USD,Financial Services,Banks—Regional,https://www.cbtcares.com
1062,CVNA,9.01,8.50,NYSE,USD,Consumer Cyclical,Auto & Truck Dealerships,https://www.carvana.com
1063,CARV,4.0200,4.0400,NasdaqCM,USD,Financial Services,Banks—Regional,https://www.carverbank.com
1064,CASA,1.1600,1.1600,NasdaqGS,USD,Technology,Communication Equipment,https://www.casa-systems.com
1065,CWST,81.80,81.81,NasdaqGS,USD,Industrials,Waste Management,https://www.casella.com
1066,CASY,215.06,214.73,NasdaqGS,USD,Consumer Cyclical,Specialty Retail,https://www.caseys.com
1067,CCV,10.07,10.07,NYSE,USD,Financial Services,Shell Companies,https://v.churchillcapitalcorp.com
1068,CSHX,42.00,42.00,Other OTC,USD,Financial Services,Banks—Regional,https://www.cashmerevalleybank.com
1069,CASI,3.7000,3.5200,NasdaqCM,USD,Healthcare,Biotechnology,https://www.casipharmaceuticals.com
1070,CO,2.9876,2.2200,NYSE,USD,Healthcare,Diagnostics & Research,https://www.globalcordbloodcorp.com
1071,CSSV,0.0011,0.0011,Other OTC,USD,Energy,Oil & Gas Equipment & Services,https://www.caspianservicesinc.com
1072,CASS,43.41,42.82,NasdaqGS,USD,Industrials,Specialty Business Services,https://www.cassinfo.com
1073,SAVA,23.97,23.84,NasdaqCM,USD,Healthcare,Biotechnology,https://www.cassavasciences.com
1074,TEX,42.31,42.88,NYSE,USD,Industrials,Farm & Heavy Construction Machinery,https://www.terex.com
1075,CAGU,0.0001,0.0001,Other OTC,USD,Consumer Cyclical,Lodging,https://www.CastleResorts.com
1076,CTRM,0.7749,0.7870,NasdaqCM,USD,Industrials,Marine Shipping,https://www.castormaritime.com
1077,CTLT,64.95,61.62,NYSE,USD,Healthcare,Drug Manufacturers—Specialty & Generic,https://www.catalent.com
1078,CBIO,0.2093,0.2094,NasdaqCM,USD,Healthcare,Biotechnology,https://www.catalystbiosciences.com
1079,CPRX,17.38,16.93,NasdaqCM,USD,Healthcare,Biotechnology,https://www.catalystpharma.com
1080,CAT,209.17,213.53,NYSE,USD,Industrials,Farm & Heavy Construction Machinery,https://www.caterpillar.com
1081,CATY,33.17,32.87,NasdaqGS,USD,Financial Services,Banks—Regional,https://www.cathaygeneralbancorp.com
1082,CET,34.65,34.60,NYSE,USD,Financial Services,Asset Management,https://www.centralsecurities.com
1083,CATO,8.55,8.69,NYSE,USD,Consumer Cyclical,Apparel Retail,https://www.catofashions.com
1084,CVCO,277.32,293.94,NasdaqGS,USD,Consumer Cyclical,Residential Construction,https://www.cavco.com
1085,CBFV,21.57,22.00,NasdaqGM,USD,Financial Services,Banks—Regional,https://www.communitybank.tv
1086,CBSC,0.1550,0.1720,Other OTC,USD,Healthcare,Medical Instruments & Supplies,https://cbscientificinc.com
1087,CBAT,0.9100,0.8787,NasdaqCM,USD,Industrials,Electrical Equipment & Parts,https://www.cbak.com.cn
1088,CBZ,49.10,48.43,NYSE,USD,Industrials,Specialty Business Services,https://www.cbiz.com
1089,CBOE,136.02,135.62,Cboe US,USD,Financial Services,Financial Data & Stock Exchanges,https://www.cboe.com
1090,IGR,5.36,5.25,NYSE,USD,Financial Services,Asset Management,https://www.cbreclarion.com/ourfunds/Global-Real-Estate-Income-Fund/Pages/default.aspx
1091,CBRE,70.31,70.08,NYSE,USD,Real Estate,Real Estate Services,https://www.cbre.com
1092,CAWW,0.6300,0.6400,Other OTC,USD,Consumer Defensive,Household & Personal Products,https://www.ccainvestor.com
1093,CCDBF,49.40,49.63,Other OTC,USD,Consumer Cyclical,Packaging & Containers,https://www.cclind.com
1094,CCUR,"3,100.00","3,100.00",Other OTC,USD,Technology,Computer Hardware,https://www.ccurholdings.com
1095,CDIIQ,0.0000,0.0000,Other OTC,USD,Industrials,Industrial Distribution,https://www.cdii.net
1096,CDTI,0.2400,0.2400,Other OTC,USD,Consumer Cyclical,Auto Parts,https://www.cdti.com
1097,CEBUY,3.6600,3.6600,Other OTC,USD,Industrials,Airlines,https://www.cebupacificair.com
1098,CE,106.03,106.82,NYSE,USD,Basic Materials,Chemicals,https://www.celanese.com
1099,CELC,10.01,9.90,NasdaqCM,USD,Healthcare,Biotechnology,https://www.celcuity.com
1100,CLS,11.95,12.15,NYSE,USD,Technology,Electronic Components,https://www.celestica.com
1101,CMXC,0.0000,0.0000,Other OTC,USD,Healthcare,Medical Devices,https://www.cellmedx.com
1102,CLCS,0.5600,0.5500,Other OTC,USD,Healthcare,Biotechnology,https://www.cell-source.com
1103,CUBE,47.80,47.54,NYSE,USD,Real Estate,REIT—Industrial,https://www.cubesmart.com
1104,CLDX,32.40,33.18,NasdaqCM,USD,Healthcare,Biotechnology,https://www.celldex.com
1105,CLRB,1.3900,1.3500,NasdaqCM,USD,Healthcare,Biotechnology,https://www.cellectar.com
1106,CLNV,0.0585,0.0563,Other OTC,USD,Utilities,Utilities—Renewable,https://www.cleanvisioncorp.com
1107,CELH,86.71,88.36,NasdaqCM,USD,Consumer Defensive,Beverages—Non-Alcoholic,https://www.celsiusholdingsinc.com
1108,CETX,8.75,8.64,NasdaqCM,USD,Technology,Software—Infrastructure,https://www.cemtrex.com
1109,CVE,17.78,18.38,NYSE,USD,Energy,Oil & Gas Integrated,https://www.cenovus.com
1110,CNC,66.02,65.79,NYSE,USD,Healthcare,Healthcare Plans,https://www.centene.com
1111,CEN,18.87,19.24,NYSE,USD,Financial Services,Asset Management,https://www.centercoastcap.com/closed-end-fund
1112,CNP,30.77,30.39,NYSE,USD,Utilities,Utilities—Regulated Electric,https://www.centerpointenergy.com
1113,CBCYB,700.00,700.00,Other OTC,USD,Financial Services,Banks—Regional,https://www.centralbank.net
1114,CFBK,19.50,19.50,NasdaqCM,USD,Financial Services,Banks—Regional,https://www.cf.bank
1115,CIO,6.99,6.88,NYSE,USD,Real Estate,REIT—Office,https://www.cityofficereit.com
1116,CPF,17.21,16.93,NYSE,USD,Financial Services,Banks—Regional,https://www.cpb.bank
1117,CVCY,19.11,19.20,NasdaqCM,USD,Financial Services,Banks—Regional,https://www.cvcb.com
1118,CAF,14.13,14.10,NYSE,USD,Financial Services,Asset Management,https://www.morganstanley.com/msim/portal/site/US/template.PAGE/?msimPageTitle=productdetail_us_fp_ii&u=a2050c555a53daf33d3afb1051a9e009&fund=1365&sc=NO
1119,CXM,12.82,12.70,NYSE,USD,Technology,Software—Application,https://www.sprinklr.com
1120,LEU,29.91,29.16,NYSE American,USD,Energy,Uranium,https://www.centrusenergy.com
1121,CENX,9.30,9.24,NasdaqGS,USD,Basic Materials,Aluminum,https://centuryaluminum.com
1122,CNTY,7.06,7.02,NasdaqCM,USD,Consumer Cyclical,Resorts & Casinos,https://www.cnty.com
1123,CCS,59.99,61.30,NYSE,USD,Consumer Cyclical,Residential Construction,https://www.centurycommunities.com
1124,CYFL,28.00,28.00,Other OTC,USD,Financial Services,Banks—Regional,https://www.centurybankandtrust.com
1125,CTUY,28.50,28.50,Other OTC,USD,Financial Services,Banks—Regional,https://www.cnext.bank
1126,CRNT,1.6600,1.7000,NasdaqGS,USD,Technology,Communication Equipment,https://www.ceragon.com
1127,CDAY,69.23,69.33,NYSE,USD,Technology,Software—Application,https://www.ceridian.com
1128,CEGMF,0.0022,0.0022,Other OTC,USD,Basic Materials,Other Industrial Metals & Mining,https://www.cegmining.com
1129,CERS,2.8700,2.8000,NasdaqGM,USD,Healthcare,Medical Devices,https://www.cerus.com
1130,CF,71.46,73.16,NYSE,USD,Basic Materials,Agricultural Inputs,https://www.cfindustries.com
1131,CGEI,0.0062,0.0062,Other OTC,USD,Utilities,Utilities—Renewable,https://www.cgeenergy.com
1132,GIB,96.41,97.14,NYSE,USD,Technology,Information Technology Services,https://www.cgi.com
1133,CGRA,0.0245,0.0179,Other OTC,USD,Energy,Oil & Gas E&P,https://cgrowthcapital.com
1134,CGLO,0.0032,0.0032,Other OTC,USD,Technology,Software—Infrastructure,https://www.coro.global
1135,CHAM,0.1280,0.1280,Other OTC,USD,Financial Services,Asset Management,https://www.championinvestments.com
1136,CHMP,0.0001,0.0001,Other OTC,USD,Industrials,Business Equipment & Supplies,https://www.champion-industries.com
